aX,aY,aZ,gX,gY,gZ
0.458,0.132,0.199,46.265,156.860,-181.885
0.325,0.172,0.083,46.509,151.428,-175.476
0.203,0.168,0.001,43.335,147.339,-164.734
0.115,0.184,-0.091,35.583,143.005,-152.100
0.056,0.213,-0.176,25.269,138.733,-138.000
0.017,0.225,-0.256,11.475,136.169,-122.559
0.014,0.239,-0.297,-5.188,135.681,-106.995
0.003,0.266,-0.300,-23.071,132.324,-93.750
-0.040,0.284,-0.287,-40.710,124.329,-82.886
-0.079,0.317,-0.268,-54.688,115.112,-72.937
-0.102,0.370,-0.245,-64.697,104.431,-62.134
-0.130,0.431,-0.217,-71.899,92.651,-49.927
-0.147,0.479,-0.195,-78.125,81.848,-36.194
-0.149,0.517,-0.187,-83.008,72.205,-21.790
-0.150,0.552,-0.190,-87.097,64.758,-8.545
-0.156,0.568,-0.195,-92.224,60.120,3.296
-0.157,0.569,-0.229,-98.389,58.960,15.015
-0.173,0.553,-0.259,-105.469,60.364,25.330
-0.182,0.556,-0.258,-112.183,63.904,34.485
-0.197,0.568,-0.243,-116.516,69.214,44.250
-0.206,0.594,-0.239,-118.042,75.195,55.725
-0.181,0.626,-0.268,-118.164,83.923,68.848
-0.149,0.648,-0.303,-119.873,96.863,83.008
-0.117,0.684,-0.291,-123.352,111.389,96.558
-0.068,0.718,-0.268,-126.404,125.916,109.863
-0.018,0.730,-0.250,-127.258,138.306,123.718
0.063,0.738,-0.234,-126.648,146.423,138.367
0.142,0.722,-0.204,-123.901,146.301,152.039
0.213,0.701,-0.190,-120.911,136.169,162.231
0.105,0.071,-0.424,151.306,43.640,-103.333
0.075,0.096,-0.461,137.024,39.368,-92.102
0.044,0.123,-0.498,122.681,34.180,-79.712
0.004,0.134,-0.543,107.910,28.625,-67.139
-0.028,0.144,-0.570,91.187,22.461,-55.176
-0.058,0.164,-0.585,73.792,18.005,-44.373
-0.082,0.182,-0.581,58.105,17.029,-33.508
-0.089,0.205,-0.570,44.495,18.066,-22.278
-0.094,0.233,-0.560,31.616,18.738,-11.963
-0.087,0.273,-0.565,19.287,18.494,-2.991
-0.068,0.324,-0.595,8.545,16.602,6.042
-0.054,0.372,-0.625,-0.549,12.878,14.954
-0.046,0.412,-0.652,-10.437,8.606,23.926
-0.031,0.433,-0.668,-20.325,4.761,34.119
-0.007,0.443,-0.674,-30.090,-0.122,44.739
0.016,0.436,-0.682,-40.100,-5.798,55.542
0.029,0.424,-0.689,-51.208,-12.634,65.857
0.032,0.410,-0.681,-64.331,-20.081,74.707
0.033,0.379,-0.662,-78.247,-25.818,82.275
0.027,0.348,-0.627,-92.590,-28.931,87.463
0.007,0.345,-0.589,-106.323,-30.396,90.759
0.005,0.394,-0.568,-118.042,-29.785,93.750
0.035,0.459,-0.548,-128.235,-26.001,98.511
0.093,0.531,-0.509,-138.245,-21.851,106.262
0.159,0.605,-0.436,-148.560,-20.325,116.089
0.225,0.652,-0.355,-159.424,-23.132,126.465
0.278,0.647,-0.266,-171.204,-31.860,137.268
0.333,0.623,-0.171,-181.763,-45.654,146.667
0.381,0.648,-0.072,-187.500,-62.805,152.466
0.445,0.668,0.031,-187.988,-79.407,153.687
0.525,0.682,0.094,-185.486,-92.285,151.917
0.603,0.764,0.107,-182.800,-108.459,147.034
0.639,0.874,0.134,-182.800,-126.709,140.991
0.716,0.974,0.187,-186.584,-138.794,138.367
0.808,1.058,0.269,-193.542,-147.766,138.916
0.902,1.099,0.405,-205.261,-158.203,140.686
1.005,1.094,0.632,-220.215,-169.189,142.212
1.150,1.074,0.964,-233.459,-179.932,145.264
1.349,1.137,1.364,-237.671,-188.354,151.428
1.604,1.248,1.769,-228.333,-197.327,156.433
1.853,1.349,2.151,-208.679,-208.496,151.733
2.048,1.446,2.460,-186.401,-218.079,131.836
2.183,1.497,2.722,-166.870,-219.666,97.717
2.266,1.418,2.932,-149.353,-203.857,57.373
2.329,1.261,3.032,-128.845,-174.805,16.602
2.334,1.114,3.067,-104.431,-146.301,-21.118
2.292,0.981,3.046,-80.872,-123.779,-53.650
2.225,0.854,3.002,-59.448,-106.384,-77.942
2.154,0.732,2.947,-37.109,-91.736,-94.543
2.075,0.601,2.856,-12.756,-79.895,-106.262
1.970,0.465,2.729,11.719,-72.632,-116.211
1.823,0.351,2.560,35.583,-69.275,-127.563
1.635,0.248,2.380,57.861,-65.247,-139.648
1.439,0.167,2.187,77.942,-57.007,-152.405
1.248,0.103,1.995,93.933,-44.861,-165.039
1.056,0.041,1.816,105.896,-30.762,-177.124
0.882,-0.016,1.655,115.234,-16.785,-189.087
0.710,-0.052,1.504,124.268,-2.319,-198.853
0.562,-0.069,1.372,133.118,14.099,-205.139
0.432,-0.090,1.252,140.747,28.564,-207.886
0.302,-0.111,1.152,146.362,38.391,-207.581
0.190,-0.125,1.062,150.879,42.358,-204.468
0.090,-0.142,0.999,156.494,41.931,-197.388
0.004,-0.166,0.933,162.842,37.415,-187.134
-0.055,-0.184,0.853,168.213,28.625,-177.002
-0.109,-0.198,0.749,172.119,16.968,-166.443
-0.169,-0.231,0.627,173.340,3.418,-154.663
-0.236,-0.268,0.504,170.471,-11.597,-141.541
-0.296,-0.279,0.386,164.795,-26.367,-127.075
-0.352,-0.310,0.298,159.119,-37.109,-110.046
-0.356,-0.336,0.228,152.588,-42.358,-92.529
-0.358,-0.362,0.178,145.813,-44.983,-76.355
-0.349,-0.392,0.132,139.160,-45.593,-62.622
-0.336,-0.407,0.087,131.836,-46.265,-52.002
-0.348,-0.440,0.072,124.390,-46.753,-44.312
-0.339,-0.447,0.046,117.554,-45.471,-39.307
-0.339,-0.454,0.027,112.305,-44.373,-35.400
-0.345,-0.447,0.012,107.300,-42.786,-31.921
-0.348,-0.437,-0.004,101.563,-41.565,-28.809
-0.375,-0.417,-0.026,94.116,-41.260,-26.062
-0.412,-0.393,-0.035,85.449,-39.368,-22.583
-0.427,-0.376,-0.030,77.087,-36.194,-17.334
-0.447,-0.345,-0.003,68.604,-34.851,-10.376
-0.470,-0.301,0.039,60.181,-35.400,-1.831
-0.477,-0.262,0.087,52.185,-39.001,8.545
-0.493,-0.240,0.133,43.762,-47.302,20.081
-0.511,-0.217,0.188,34.790,-59.692,32.227
-0.539,-0.193,0.244,27.039,-73.853,44.128
-0.570,-0.182,0.300,21.057,-86.792,56.763
-0.587,-0.167,0.348,15.991,-98.633,69.458
-0.620,-0.149,0.382,11.414,-110.107,80.933
-0.643,-0.110,0.425,7.263,-120.605,90.515
-0.664,-0.058,0.460,3.296,-125.977,100.098
-0.694,-0.009,0.484,-1.160,-126.160,110.962
-0.698,0.021,0.499,-7.141,-122.131,123.657
-0.698,0.069,0.514,-16.357,-114.929,138.550
-0.688,0.109,0.581,-29.480,-106.567,155.029
-0.668,0.149,0.684,-43.701,-96.558,172.058
-0.632,0.210,0.794,-54.993,-86.609,190.491
-0.574,0.281,0.911,-62.439,-77.332,208.801
-0.492,0.364,1.065,-65.430,-66.650,225.769
-0.321,0.494,1.237,-60.608,-53.040,241.577
0.004,0.655,1.328,-47.791,-40.649,256.836
0.445,0.846,1.317,-36.011,-35.583,275.452
0.847,0.927,1.385,-38.452,-38.269,292.908
1.250,0.891,1.528,-52.551,-46.265,300.110
1.467,0.752,1.647,-63.721,-60.120,295.227
1.544,0.597,1.724,-61.584,-77.087,278.320
1.523,0.468,1.766,-46.936,-89.539,249.634
1.451,0.426,1.694,-26.367,-94.604,212.097
1.384,0.484,1.531,-6.714,-93.445,172.241
1.293,0.506,1.382,4.089,-80.933,142.883
1.199,0.495,1.297,3.601,-59.204,121.338
1.198,0.493,1.248,-0.488,-31.982,105.225
1.248,0.483,1.240,-0.916,-3.601,98.694
1.295,0.431,1.259,-1.282,13.184,98.083
1.276,0.366,1.250,-3.174,10.864,96.436
1.222,0.334,1.211,-0.854,-1.709,93.750
1.187,0.321,1.170,5.615,-13.428,92.468
0.243,-0.279,1.291,88.562,77.209,-295.349
0.070,-0.329,1.106,96.008,70.251,-294.800
-0.120,-0.377,0.913,99.182,65.979,-291.931
-0.275,-0.379,0.719,98.206,64.331,-287.170
-0.478,-0.350,0.560,93.811,65.002,-278.503
-0.607,-0.365,0.471,84.595,78.430,-263.000
-0.700,-0.388,0.442,74.890,88.196,-247.742
-0.786,-0.397,0.429,66.162,89.294,-232.300
-0.880,-0.361,0.413,59.143,80.505,-217.468
-0.982,-0.344,0.386,53.101,63.477,-200.562
-1.073,-0.307,0.347,48.584,41.443,-181.030
-1.147,-0.275,0.316,46.204,17.029,-158.386
-1.199,-0.238,0.283,45.532,-7.507,-134.399
-1.238,-0.191,0.234,45.715,-32.959,-110.229
-1.289,-0.139,0.193,45.105,-58.105,-85.938
-1.331,-0.101,0.128,43.884,-81.909,-62.561
-1.366,-0.065,0.052,42.053,-102.539,-39.856
-1.389,-0.038,-0.028,38.452,-117.920,-18.066
-1.372,-0.007,-0.129,31.616,-126.587,1.892
-1.351,0.004,-0.231,19.958,-128.845,19.226
-1.370,0.025,-0.291,3.174,-124.817,31.250
-1.397,0.088,-0.308,-15.442,-112.671,40.283
-1.433,0.160,-0.291,-34.485,-96.863,50.842
-1.489,0.237,-0.232,-53.894,-81.970,64.148
-1.525,0.319,-0.141,-70.801,-69.214,78.430
-1.540,0.408,-0.018,-80.566,-60.547,97.717
-1.526,0.528,0.119,-85.449,-60.242,123.840
-1.480,0.693,0.264,-88.501,-71.533,154.663
-1.413,0.801,0.423,-91.675,-93.079,189.453
-1.318,0.917,0.537,-97.778,-122.314,224.548
-1.221,1.019,0.654,-104.248,-156.433,257.996
-1.134,1.090,0.748,-108.093,-189.819,292.908
-0.955,1.139,0.796,-109.009,-213.562,325.684
-0.725,1.173,0.798,-107.544,-228.577,350.830
-0.508,1.211,0.776,-110.046,-237.000,366.211
-0.294,1.304,0.837,-118.774,-232.483,370.605
0.003,1.332,1.084,-129.578,-204.041,368.530
0.367,1.309,1.392,-139.893,-158.997,366.272
0.690,1.240,1.722,-144.592,-118.530,359.497
0.878,1.125,2.022,-137.207,-91.492,343.872
0.979,0.931,2.208,-119.141,-80.505,319.275
0.979,0.805,2.216,-94.788,-89.966,287.842
0.982,0.786,2.244,-70.801,-98.999,258.240
1.055,0.785,2.315,-53.650,-98.267,239.441
1.181,0.719,2.432,-47.852,-82.825,231.628
1.321,0.637,2.561,-42.847,-64.270,226.318
1.469,0.578,2.663,-31.860,-50.232,217.834
1.609,0.508,2.695,-16.602,-39.368,204.102
1.823,0.400,2.765,-1.587,-30.334,187.866
1.690,0.389,2.503,11.963,-22.461,171.692
1.902,0.262,2.435,24.963,30.273,150.330
1.881,0.273,2.302,37.537,58.167,132.935
2.007,0.256,2.266,45.349,91.431,113.892
2.096,0.245,2.212,52.795,122.070,97.595
2.132,0.210,2.109,60.791,138.306,85.022
2.219,0.205,2.002,71.106,146.484,72.754
2.249,0.174,1.851,80.750,145.020,62.622
2.264,0.103,1.690,85.938,138.794,51.758
2.214,-0.014,1.549,88.989,133.301,37.415
2.089,-0.103,1.407,92.102,131.531,20.569
1.947,-0.182,1.299,95.825,136.292,3.174
1.799,-0.257,1.210,99.243,144.165,-13.123
1.644,-0.313,1.135,102.783,152.466,-29.602
1.499,-0.372,1.060,106.079,162.292,-44.678
1.375,-0.417,0.990,109.680,174.500,-57.617
1.278,-0.450,0.916,112.305,187.134,-67.505
1.202,-0.472,0.832,113.403,197.754,-75.073
1.134,-0.486,0.767,113.892,205.261,-80.383
1.075,-0.488,0.707,112.549,210.266,-84.656
1.024,-0.479,0.650,110.413,211.243,-88.318
0.978,-0.469,0.593,107.056,205.811,-90.637
0.932,-0.466,0.546,102.356,197.693,-91.125
0.894,-0.442,0.489,97.351,186.829,-90.576
0.844,-0.418,0.414,94.055,175.354,-91.064
0.786,-0.407,0.347,90.759,167.053,-91.919
0.720,-0.379,0.284,88.196,162.109,-94.055
0.643,-0.336,0.224,86.670,161.804,-96.741
0.580,-0.294,0.152,85.876,164.978,-98.328
0.541,-0.247,0.073,84.656,168.823,-98.633
0.514,-0.189,0.007,81.299,171.509,-98.816
0.481,-0.123,-0.035,76.233,171.387,-98.206
0.430,-0.066,-0.065,70.251,166.443,-96.497
0.373,0.000,-0.102,64.758,157.349,-93.323
0.342,0.061,-0.162,60.669,147.217,-88.867
0.323,0.121,-0.228,55.237,135.315,-83.679
0.286,0.170,-0.283,46.692,122.986,-79.468
0.250,0.209,-0.326,35.034,112.671,-75.500
0.213,0.255,-0.364,23.621,103.027,-70.313
0.156,0.303,-0.392,13.062,96.863,-61.340
0.124,0.338,-0.397,3.723,95.642,-50.049
0.119,0.383,-0.395,-4.333,97.290,-36.865
0.123,0.430,-0.382,-11.475,97.412,-21.667
0.134,0.475,-0.363,-17.822,94.421,-6.592
0.160,0.513,-0.347,-23.743,88.135,8.118
0.198,0.540,-0.351,-29.785,78.491,21.729
0.259,0.549,-0.413,-36.865,66.467,33.447
0.351,0.532,-0.476,-49.316,53.955,38.696
0.408,0.544,-0.493,-71.045,38.940,35.522
0.379,0.546,-0.461,-99.976,20.264,24.902
0.303,0.550,-0.397,-127.197,1.770,11.475
0.207,0.558,-0.347,-144.287,-12.451,2.686
0.111,0.578,-0.300,-152.283,-24.292,1.770
0.035,0.585,-0.275,-156.555,-26.367,6.836
-0.008,0.588,-0.245,-159.424,-20.508,15.320
-0.046,0.593,-0.214,-161.438,-12.512,25.024
-0.041,0.609,-0.180,-163.330,-4.028,35.400
-0.025,0.627,-0.134,-166.504,5.066,45.105
-0.006,0.640,-0.089,-172.119,12.329,53.040
0.010,0.636,-0.035,-181.030,14.038,58.960
0.016,0.625,0.007,-191.284,5.981,63.477
0.001,0.618,0.029,-202.209,-9.766,68.726
0.014,0.592,0.028,-210.632,-23.254,75.073
0.083,0.583,0.018,-214.722,-28.137,82.153
0.171,0.619,0.028,-218.750,-31.372,90.149
0.256,0.671,0.076,-227.173,-39.185,97.595
0.339,0.695,0.179,-239.807,-50.110,104.919
0.470,0.653,0.276,-253.784,-60.791,113.403
0.596,0.579,0.398,-267.517,-77.026,121.338
0.689,0.452,0.569,-280.762,-99.976,125.061
0.126,-0.283,0.386,200.195,-76.599,-133.118
0.061,-0.320,0.249,194.092,-83.252,-131.470
-0.013,-0.363,0.136,186.096,-83.069,-132.385
-0.092,-0.375,0.037,177.124,-75.073,-136.597
-0.181,-0.390,-0.026,168.945,-60.486,-142.761
-0.260,-0.384,-0.073,162.109,-43.030,-149.292
-0.338,-0.371,-0.088,156.555,-25.513,-153.992
-0.413,-0.352,-0.133,151.917,-12.207,-156.311
-0.515,-0.323,-0.157,145.020,-4.211,-155.518
-0.611,-0.305,-0.175,138.489,3.296,-151.550
-0.711,-0.286,-0.178,133.423,8.423,-145.203
-0.787,-0.262,-0.192,128.418,8.972,-137.756
-0.868,-0.237,-0.207,123.352,5.310,-129.578
-0.952,-0.206,-0.216,117.737,-0.854,-119.141
-1.004,-0.161,-0.238,111.023,-5.432,-104.370
-1.027,-0.121,-0.256,102.661,-7.263,-85.876
-1.036,-0.082,-0.283,92.285,-8.789,-63.965
-1.018,-0.032,-0.316,78.247,-10.620,-41.138
-0.983,0.001,-0.347,57.129,-10.742,-19.592
-0.963,0.051,-0.326,28.259,-7.996,-1.343
-0.978,0.121,-0.208,-4.456,-3.967,14.343
-0.999,0.247,-0.036,-37.354,-1.831,29.114
-1.027,0.338,0.179,-64.819,-3.235,45.776
-1.075,0.442,0.402,-83.374,-8.423,64.575
-1.106,0.550,0.606,-92.957,-17.212,86.670
-1.134,0.667,0.751,-96.436,-30.151,111.755
-1.148,0.763,0.840,-95.764,-44.861,139.954
-1.118,0.836,0.872,-92.346,-60.486,170.288
-1.046,0.881,0.856,-86.548,-71.228,200.806
-0.962,0.937,0.830,-81.604,-74.890,229.858
-0.851,0.992,0.839,-80.688,-70.862,255.798
-0.725,1.028,0.874,-83.740,-62.073,279.358
-0.579,1.065,0.911,-88.745,-52.307,301.331
-0.411,1.131,0.977,-92.163,-40.039,321.472
-0.219,1.158,1.089,-91.858,-23.682,340.637
0.011,1.161,1.200,-88.745,-8.240,359.070
0.270,1.154,1.306,-83.679,-0.122,375.427
0.523,1.125,1.443,-75.745,-2.747,388.000
0.831,1.082,1.635,-64.026,-10.071,396.362
1.269,1.006,1.795,-51.819,-19.897,405.212
1.809,0.907,1.834,-40.588,-35.400,410.461
2.258,0.723,1.830,-30.823,-50.781,404.236
2.575,0.449,1.804,-24.231,-54.260,376.343
2.701,0.159,1.829,-12.573,-44.617,324.219
2.634,0.005,1.779,10.376,-33.142,260.010
2.547,-0.062,1.635,39.917,-9.949,203.308
2.535,-0.123,1.460,67.017,26.184,161.377
2.655,-0.184,1.323,82.214,74.707,137.085
2.847,-0.253,1.277,88.501,124.817,123.535
2.880,-0.230,1.053,93.079,161.621,111.389
3.258,-0.471,1.168,98.145,212.341,96.619
3.243,-0.461,1.107,103.699,195.801,76.660
3.163,-0.487,1.004,104.919,161.438,52.612
3.019,-0.473,0.896,109.314,124.512,29.114
2.745,-0.397,0.658,110.046,82.642,16.968
2.560,-0.429,0.542,105.896,63.477,13.306
2.445,-0.421,0.452,100.037,55.237,11.963
2.287,-0.397,0.300,93.506,60.791,9.094
2.182,-0.495,0.356,86.548,81.299,3.357
2.033,-0.463,0.343,77.698,82.214,-10.620
1.795,-0.449,0.347,71.838,89.172,-30.090
1.599,-0.452,0.351,71.045,103.088,-47.546
1.420,-0.447,0.344,72.693,113.464,-63.110
1.263,-0.437,0.300,73.792,119.568,-76.416
1.126,-0.442,0.236,74.280,127.075,-86.548
1.045,-0.449,0.172,73.975,136.536,-93.628
0.995,-0.443,0.121,72.021,145.996,-98.145
0.977,-0.455,0.087,68.237,154.968,-100.342
0.955,-0.467,0.058,63.477,159.485,-102.112
0.912,-0.459,0.026,59.265,157.471,-105.408
0.858,-0.450,-0.016,54.626,151.062,-109.375
0.779,-0.433,-0.059,50.232,142.090,-111.938
0.716,-0.412,-0.111,45.410,133.606,-114.197
0.638,-0.378,-0.159,40.283,127.380,-114.563
0.616,-0.354,-0.179,35.095,121.826,-113.403
0.541,-0.301,-0.242,28.687,115.662,-110.657
0.528,-0.270,-0.248,21.790,113.586,-107.727
0.465,-0.228,-0.264,14.648,101.135,-102.539
0.411,-0.178,-0.285,6.287,86.914,-96.008
0.376,-0.141,-0.290,-2.075,75.500,-89.111
0.350,-0.100,-0.303,-10.193,65.125,-81.299
0.325,-0.062,-0.323,-17.822,56.519,-71.899
0.300,-0.031,-0.342,-25.391,50.720,-61.768
0.278,-0.004,-0.357,-34.302,47.791,-52.856
0.252,0.025,-0.360,-44.678,46.326,-45.166
0.232,0.055,-0.354,-53.955,46.631,-37.842
0.227,0.086,-0.348,-61.218,48.523,-30.029
0.231,0.118,-0.346,-66.772,50.537,-22.095
0.239,0.158,-0.346,-71.045,52.673,-14.465
0.249,0.191,-0.336,-75.623,54.260,-8.179
0.248,0.215,-0.326,-81.848,53.589,-3.540
0.236,0.228,-0.307,-87.036,51.514,1.221
0.227,0.241,-0.297,-89.905,49.255,5.798
0.221,0.245,-0.302,-91.919,46.204,10.376
0.204,0.249,-0.315,-95.947,41.199,13.977
0.180,0.258,-0.311,-101.746,36.255,16.907
0.171,0.273,-0.290,-106.628,33.508,20.874
0.169,0.286,-0.257,-109.863,31.982,26.672
0.162,0.302,-0.220,-112.610,30.396,32.715
0.164,0.329,-0.187,-115.967,28.381,38.269
0.165,0.360,-0.161,-119.995,26.123,44.128
0.190,0.385,-0.155,-124.756,25.452,51.147
0.222,0.403,-0.137,-130.371,26.611,59.204
0.257,0.424,-0.096,-136.780,28.931,66.895
0.297,0.445,-0.036,-141.907,32.104,75.806
0.358,0.450,0.036,-143.921,33.020,86.853
0.423,0.445,0.100,-143.982,29.419,98.328
0.480,0.430,0.147,-143.860,19.775,108.643
0.524,0.417,0.198,-143.738,3.296,116.577
0.573,0.389,0.237,-144.104,-15.381,123.169
0.633,0.354,0.243,-144.897,-34.424,129.822
0.689,0.321,0.239,-145.325,-52.551,134.949
0.769,0.267,0.248,-145.813,-65.308,137.390
0.874,0.206,0.252,-147.095,-69.946,137.207
0.962,0.160,0.270,-149.841,-71.594,134.094
1.018,0.130,0.330,-156.250,-72.876,127.441
1.035,0.111,0.432,-167.969,-75.623,118.164
1.016,0.149,0.566,-181.152,-78.918,109.741
1.033,0.193,0.721,-188.782,-79.590,104.187
0.635,-0.494,0.697,95.764,-19.775,-78.857
0.571,-0.497,0.668,96.558,-17.334,-86.548
0.503,-0.493,0.644,96.558,-15.015,-94.543
0.427,-0.488,0.627,96.558,-14.465,-101.074
0.347,-0.469,0.596,96.802,-17.334,-105.530
0.274,-0.481,0.545,96.863,-22.766,-107.483
0.195,-0.469,0.502,97.656,-28.809,-108.276
0.128,-0.452,0.454,97.534,-35.156,-107.910
0.062,-0.457,0.410,95.764,-40.100,-105.347
-0.012,-0.452,0.360,92.407,-43.457,-102.783
-0.081,-0.446,0.337,89.355,-45.044,-100.220
-0.169,-0.446,0.308,86.426,-46.570,-97.412
-0.246,-0.439,0.292,83.496,-47.791,-94.421
-0.339,-0.421,0.272,81.238,-51.025,-90.271
-0.441,-0.375,0.254,79.895,-55.237,-84.961
-0.542,-0.315,0.228,77.271,-60.364,-79.773
-0.653,-0.245,0.208,72.327,-63.232,-71.899
-0.751,-0.172,0.215,65.918,-63.538,-59.998
-0.825,-0.115,0.209,58.960,-61.401,-45.105
-0.908,-0.060,0.219,48.889,-59.692,-28.992
-1.003,-0.013,0.216,36.865,-54.199,-12.512
-1.142,0.026,0.215,24.597,-43.579,4.150
-1.324,0.104,0.236,12.329,-26.917,22.461
-1.505,0.209,0.277,1.953,-1.587,44.495
-1.688,0.327,0.380,-7.812,27.893,70.740
-1.828,0.452,0.550,-16.541,57.617,101.074
-1.841,0.565,0.749,-20.081,78.796,138.367
-1.762,0.685,0.909,-16.113,79.895,183.105
-1.628,0.827,1.005,-3.906,58.960,231.812
-1.429,0.957,0.998,13.672,23.437,281.860
-1.200,1.046,0.880,31.494,-17.700,330.688
-0.940,1.122,0.694,45.776,-53.711,374.268
-0.668,1.184,0.455,52.185,-76.355,409.607
-0.422,1.237,0.235,45.410,-83.313,434.326
-0.174,1.343,0.125,27.222,-68.848,447.693
0.159,1.455,0.100,6.653,-30.029,452.393
0.602,1.571,0.160,-11.230,23.254,453.735
1.103,1.684,0.230,-24.597,75.562,453.552
1.679,1.743,0.313,-35.522,113.770,448.914
2.057,1.537,0.571,-49.011,146.362,438.538
2.451,1.408,0.791,-46.082,160.339,409.485
2.924,1.291,0.957,-24.170,156.616,367.920
3.196,1.152,0.953,8.972,130.676,322.205
3.365,1.127,0.851,42.358,87.646,269.836
3.459,1.079,0.716,64.941,49.683,219.604
3.481,0.972,0.603,73.242,27.832,176.208
3.442,0.851,0.542,75.684,20.447,136.169
3.395,0.745,0.500,78.003,25.818,100.159
3.348,0.663,0.469,80.750,35.828,67.871
3.258,0.567,0.456,82.275,44.739,39.978
3.124,0.463,0.469,82.520,48.584,15.564
2.974,0.400,0.475,83.740,48.096,-6.897
2.816,0.362,0.447,88.135,46.814,-26.245
2.719,0.337,0.379,92.957,47.791,-42.053
2.588,0.309,0.313,94.543,50.476,-54.626
2.464,0.260,0.275,91.675,57.373,-64.575
2.339,0.200,0.249,87.097,64.758,-74.646
2.195,0.139,0.221,81.665,75.806,-85.510
2.058,0.062,0.216,76.843,88.501,-97.839
1.912,0.004,0.202,71.472,99.854,-110.596
1.741,-0.052,0.196,66.589,108.948,-123.718
1.575,-0.096,0.192,60.852,114.746,-134.888
1.422,-0.145,0.187,55.420,117.737,-143.005
1.310,-0.172,0.173,52.856,119.080,-148.743
1.226,-0.198,0.159,51.331,118.286,-151.123
1.152,-0.227,0.139,47.913,115.601,-150.146
1.090,-0.259,0.121,43.884,111.084,-147.461
1.046,-0.273,0.100,40.283,106.934,-144.348
1.006,-0.285,0.079,37.720,103.333,-141.846
0.966,-0.299,0.050,35.400,99.670,-139.648
0.915,-0.317,0.024,32.104,95.459,-137.573
0.863,-0.330,-0.002,27.649,91.309,-135.498
0.822,-0.322,-0.033,22.400,87.463,-133.911
0.798,-0.300,-0.064,17.883,84.534,-132.874
0.775,-0.284,-0.076,13.672,84.229,-131.226
0.761,-0.284,-0.057,9.888,83.191,-129.395
0.728,-0.258,-0.065,5.920,78.491,-128.662
0.670,-0.247,-0.069,3.235,72.998,-127.197
0.620,-0.217,-0.085,1.770,64.148,-124.939
0.570,-0.179,-0.114,0.732,54.749,-120.361
0.510,-0.171,-0.159,0.061,45.166,-113.525
0.454,-0.161,-0.195,-1.770,37.170,-105.774
0.406,-0.145,-0.220,-5.188,32.166,-98.389
0.356,-0.123,-0.237,-8.301,29.968,-89.905
0.318,-0.103,-0.256,-10.803,28.870,-80.322
0.292,-0.073,-0.287,-13.184,29.663,-68.848
0.290,-0.048,-0.317,-15.991,31.860,-56.213
0.290,-0.033,-0.336,-21.667,31.372,-44.678
0.292,-0.019,-0.343,-30.518,28.870,-35.461
0.291,-0.007,-0.337,-40.649,26.001,-29.541
0.267,0.006,-0.319,-49.500,22.766,-26.489
0.232,0.026,-0.295,-55.908,22.522,-24.536
0.190,0.060,-0.268,-59.021,25.757,-23.621
0.151,0.100,-0.245,-59.570,31.799,-22.278
0.120,0.131,-0.229,-58.044,37.842,-19.836
0.096,0.166,-0.232,-56.091,41.138,-15.564
0.069,0.193,-0.244,-53.772,42.114,-9.521
0.057,0.213,-0.252,-51.453,42.297,-1.953
0.051,0.232,-0.270,-50.049,40.283,7.690
0.045,0.244,-0.286,-49.805,35.522,17.883
0.043,0.249,-0.295,-50.781,29.907,27.649
0.028,0.234,-0.316,-53.467,24.475,37.048
0.013,0.240,-0.323,-57.007,19.165,44.861
-0.007,0.256,-0.318,-61.951,16.357,51.575
-0.021,0.278,-0.293,-67.627,16.113,57.861
-0.026,0.296,-0.265,-72.266,16.785,64.392
-0.015,0.301,-0.246,-76.111,19.836,71.472
-0.002,0.301,-0.226,-79.834,23.621,79.041
0.017,0.316,-0.211,-82.886,26.062,87.219
0.054,0.353,-0.199,-84.229,27.039,97.107
0.120,0.372,-0.183,-83.862,26.489,108.887
0.215,0.369,-0.203,-83.618,22.827,120.422
0.296,0.431,-0.188,-83.069,12.512,130.737
0.394,0.452,-0.193,-84.045,-2.502,141.663
0.479,0.448,-0.212,-88.928,-20.874,154.053
0.562,0.422,-0.224,-96.802,-40.710,164.368
0.656,0.387,-0.242,-106.934,-56.946,171.021
0.748,0.404,-0.243,-117.126,-70.251,174.072
0.836,0.451,-0.186,-123.718,-78.796,174.133
-0.041,-0.472,0.331,106.262,-33.508,-152.649
-0.157,-0.473,0.301,98.328,-40.771,-145.630
-0.257,-0.456,0.271,92.468,-49.500,-136.353
-0.340,-0.455,0.231,86.914,-56.152,-125.244
-0.402,-0.445,0.203,81.848,-59.021,-113.342
-0.447,-0.428,0.187,77.820,-59.265,-101.013
-0.461,-0.404,0.196,74.036,-60.669,-88.867
-0.509,-0.378,0.224,70.740,-65.857,-76.233
-0.572,-0.330,0.268,69.397,-76.904,-64.270
-0.620,-0.272,0.325,69.946,-90.393,-53.650
-0.674,-0.226,0.363,71.716,-110.168,-43.884
-0.724,-0.162,0.369,74.097,-132.751,-34.302
-0.764,-0.099,0.365,76.782,-153.015,-23.560
-0.795,-0.002,0.365,78.430,-173.340,-12.756
-0.821,0.092,0.364,75.684,-199.036,-1.526
-0.864,0.157,0.326,66.040,-226.746,10.986
-0.915,0.205,0.259,52.307,-250.671,23.987
-0.974,0.260,0.178,35.950,-264.282,37.354
-1.046,0.317,0.099,16.785,-261.169,50.476
-1.125,0.362,0.042,-5.005,-236.328,64.087
-1.178,0.410,0.038,-26.672,-191.833,77.576
