aX,aY,aZ,gX,gY,gZ
-0.872,-0.817,-0.032,5.554,-96.802,93.994
-0.986,-0.833,0.023,-1.160,-96.069,130.920
-1.072,-0.775,0.096,-0.671,-97.107,178.650
-1.140,-0.622,0.178,1.404,-98.877,235.901
-1.146,-0.381,0.237,1.587,-102.539,296.448
-1.115,-0.074,0.308,1.160,-109.009,353.149
-1.004,0.254,0.382,2.014,-117.371,400.574
-0.829,0.562,0.479,5.371,-124.634,435.852
-0.628,0.845,0.561,11.963,-130.554,460.632
-0.406,1.165,0.698,20.386,-137.390,476.135
-0.023,1.486,0.815,29.114,-143.127,479.004
0.315,1.737,0.852,36.865,-147.644,470.642
0.521,1.897,0.849,39.795,-151.306,454.468
0.704,2.052,0.838,36.133,-145.630,432.800
0.945,2.213,0.807,29.114,-129.150,410.217
1.188,2.387,0.796,23.132,-109.375,387.146
1.391,2.488,0.803,18.005,-94.116,359.314
1.511,2.521,0.824,13.733,-84.839,326.111
1.630,2.553,0.821,15.808,-77.332,288.757
1.742,2.557,0.750,24.353,-71.350,251.282
1.781,2.546,0.652,34.363,-71.350,215.271
1.757,2.502,0.552,39.612,-75.195,178.589
1.675,2.433,0.494,39.063,-76.111,144.592
1.602,2.383,0.438,33.813,-69.519,116.455
1.552,2.353,0.388,25.696,-56.335,93.506
1.515,2.327,0.328,16.357,-41.443,73.853
1.488,2.312,0.272,5.676,-30.029,56.335
1.518,2.329,0.247,-4.578,-21.484,40.283
1.623,2.364,0.226,-11.047,-17.090,19.897
1.672,2.365,0.187,-10.376,-20.203,-8.240
1.645,2.313,0.123,-4.639,-29.602,-42.358
1.537,2.218,0.038,2.991,-41.260,-78.125
1.406,2.132,-0.047,10.315,-52.856,-111.633
1.290,2.045,-0.092,15.198,-63.110,-142.700
1.173,1.963,-0.138,13.733,-69.763,-170.288
1.061,1.886,-0.115,6.714,-70.862,-194.580
0.988,1.836,-0.064,-4.700,-66.956,-216.919
0.952,1.804,-0.011,-18.005,-58.838,-236.694
0.930,1.794,0.059,-30.212,-51.331,-256.531
0.902,1.762,0.136,-39.429,-46.814,-277.710
0.837,1.704,0.205,-43.823,-43.823,-299.988
0.769,1.614,0.249,-41.321,-43.335,-323.364
0.664,1.501,0.245,-34.668,-46.814,-344.177
0.508,1.366,0.219,-26.428,-51.331,-361.267
0.370,1.222,0.179,-20.630,-55.725,-375.305
0.258,1.062,0.164,-19.348,-59.204,-384.521
0.165,0.894,0.162,-22.156,-61.035,-388.184
0.056,0.747,0.206,-27.405,-60.425,-387.207
-0.021,0.614,0.264,-33.447,-57.495,-381.836
-0.092,0.488,0.308,-37.842,-53.284,-374.573
-0.151,0.366,0.353,-40.955,-50.049,-366.333
-0.211,0.272,0.408,-44.861,-47.913,-356.689
-0.287,0.178,0.500,-47.607,-48.340,-346.619
-0.374,0.065,0.616,-48.584,-47.729,-336.182
-0.437,-0.075,0.727,-48.706,-42.908,-324.951
-0.506,-0.214,0.834,-47.974,-32.776,-309.082
-0.594,-0.336,0.927,-47.119,-19.348,-287.354
-0.640,-0.453,1.004,-45.349,-5.493,-261.292
-0.634,-0.555,1.039,-41.992,3.479,-230.896
-0.594,-0.641,1.024,-35.278,6.348,-197.571
-0.551,-0.686,0.987,-27.527,8.972,-162.659
-0.487,-0.661,0.928,-22.522,15.259,-128.357
-0.339,-0.608,0.898,-19.714,17.883,-101.196
-0.140,-0.535,0.879,-14.038,10.071,-78.674
-0.045,-0.464,0.849,-3.784,-7.812,-59.998
0.003,-0.422,0.823,9.521,-26.917,-50.964
0.082,-0.429,0.785,18.250,-39.978,-47.302
0.180,-0.458,0.740,20.935,-48.218,-41.321
0.160,-0.484,0.733,20.447,-52.734,-31.433
0.185,-0.501,0.736,18.005,-46.570,-25.452
0.246,-0.507,0.723,13.916,-30.640,-20.447
0.297,-0.506,0.724,8.728,-14.893,-14.282
0.359,-0.490,0.703,3.906,-2.014,-7.202
0.424,-0.462,0.661,1.160,9.277,-0.549
0.499,-0.429,0.623,-0.427,16.724,4.944
0.565,-0.399,0.594,-1.709,20.081,9.705
0.629,-0.369,0.566,-2.991,23.254,13.367
0.675,-0.345,0.534,-3.845,26.367,14.221
0.718,-0.339,0.510,-4.150,27.649,13.306
0.790,-0.343,0.476,-4.761,26.611,12.817
0.840,-0.335,0.442,-2.136,21.484,11.658
0.861,-0.304,0.436,4.456,12.756,7.019
0.862,-0.312,0.453,9.949,4.944,0.610
0.852,-0.330,0.448,9.460,1.038,-2.686
0.854,-0.350,0.460,6.836,0.671,-3.540
0.855,-0.365,0.483,5.554,0.488,-2.930
0.854,-0.364,0.489,5.066,0.793,-0.671
0.866,-0.352,0.476,5.005,-0.122,1.770
0.877,-0.341,0.455,4.639,-3.540,3.784
0.869,-0.334,0.447,4.578,-6.104,4.700
0.852,-0.333,0.458,3.540,-6.531,4.761
0.827,-0.335,0.469,1.648,-6.653,5.371
0.817,-0.326,0.489,-0.305,-5.188,5.920
0.830,-0.299,0.513,-1.709,-3.601,5.493
0.850,-0.279,0.530,-1.770,-2.747,4.089
1.064,-0.172,0.297,51.147,81.726,-13.306
1.049,-0.166,0.179,48.096,89.539,-18.250
1.004,-0.171,0.073,46.448,90.210,-23.499
0.967,-0.184,-0.009,45.715,84.961,-28.076
0.917,-0.194,-0.080,42.847,78.247,-31.555
0.861,-0.204,-0.122,39.795,71.716,-34.546
0.801,-0.207,-0.161,36.560,65.857,-37.415
0.747,-0.212,-0.189,33.264,59.753,-40.466
0.686,-0.219,-0.196,30.090,50.720,-43.640
0.614,-0.243,-0.182,28.076,39.551,-46.509
0.526,-0.269,-0.179,27.588,30.762,-48.340
0.428,-0.303,-0.192,28.137,23.437,-50.049
0.318,-0.344,-0.202,31.067,15.442,-50.476
0.202,-0.384,-0.216,34.180,7.202,-48.157
0.078,-0.421,-0.245,36.072,-1.526,-43.213
-0.064,-0.450,-0.307,37.292,-12.573,-37.659
-0.221,-0.469,-0.365,37.170,-26.611,-31.677
-0.349,-0.490,-0.396,32.471,-40.466,-25.879
-0.484,-0.498,-0.390,23.499,-54.810,-18.005
-0.634,-0.500,-0.361,13.367,-69.031,-6.348
-0.770,-0.484,-0.283,3.113,-79.407,8.179
-0.909,-0.440,-0.151,-5.676,-90.088,26.978
-1.038,-0.374,-0.021,-12.085,-104.736,50.171
-1.155,-0.322,0.103,-13.000,-126.892,77.087
-1.211,-0.272,0.204,-10.681,-154.968,107.422
-1.219,-0.207,0.327,-7.690,-181.763,141.296
-1.229,-0.089,0.438,-4.272,-198.059,179.382
-1.201,0.039,0.506,-3.479,-201.294,217.102
-1.159,0.202,0.518,-7.812,-194.275,251.648
-1.129,0.401,0.502,-15.686,-180.847,282.471
-1.047,0.577,0.515,-22.400,-171.936,305.420
-0.904,0.716,0.534,-26.978,-173.340,320.862
-0.805,0.833,0.527,-29.236,-181.396,331.848
-0.753,0.931,0.561,-31.799,-192.566,341.370
-0.662,1.033,0.637,-38.940,-202.759,351.074
-0.566,1.177,0.756,-48.096,-210.815,364.136
-0.465,1.425,0.977,-56.641,-219.788,379.333
-0.226,1.724,1.335,-60.913,-232.056,391.174
0.072,1.973,1.690,-57.983,-245.789,396.912
0.285,2.142,1.970,-46.509,-261.292,394.348
0.481,2.200,2.147,-30.273,-273.743,383.789
0.638,2.196,2.230,-15.503,-278.259,367.554
0.737,2.187,2.267,-6.348,-269.043,346.558
0.834,2.202,2.277,-3.418,-242.798,321.533
1.002,2.257,2.310,-8.789,-204.956,297.607
1.206,2.343,2.385,-17.578,-164.124,276.611
1.448,2.428,2.444,-23.560,-127.502,255.981
1.662,2.514,2.451,-23.926,-96.680,234.619
1.831,2.604,2.389,-20.935,-70.679,212.891
2.023,2.710,2.303,-19.531,-45.288,192.444
2.243,2.876,2.225,-20.996,-19.653,172.546
2.499,3.065,2.128,-20.813,2.563,146.912
2.622,3.193,1.989,-16.418,16.602,110.046
2.562,3.276,1.890,-7.263,22.217,62.622
2.479,3.256,1.732,0.366,26.550,6.409
2.312,3.196,1.531,6.897,32.471,-51.941
2.126,3.148,1.296,10.742,41.138,-110.352
1.930,3.105,1.097,8.911,50.476,-168.518
1.661,3.064,0.997,2.991,55.603,-227.600
1.390,2.985,0.999,-5.249,58.533,-280.334
1.173,2.907,1.034,-15.015,63.171,-320.862
1.011,2.840,1.029,-21.912,71.228,-350.403
0.895,2.800,0.970,-23.499,80.139,-374.390
0.782,2.788,0.856,-23.254,87.646,-395.874
0.650,2.757,0.718,-23.621,90.881,-416.870
0.508,2.727,0.603,-26.917,90.210,-438.293
0.398,2.677,0.522,-33.569,88.135,-460.815
0.203,2.579,0.457,-37.598,83.008,-487.061
-0.112,2.426,0.427,-36.499,71.533,-514.709
-0.476,2.195,0.419,-36.011,54.565,-537.415
-0.754,1.887,0.401,-40.649,40.894,-550.476
-0.990,1.611,0.406,-52.246,36.499,-551.392
-1.214,1.349,0.405,-68.359,45.654,-543.701
-1.359,1.067,0.438,-89.966,66.833,-532.043
-1.596,0.856,0.532,-117.493,100.342,-512.695
-2.097,0.657,0.627,-140.930,140.015,-492.126
-1.897,0.377,0.722,-156.006,163.330,-481.628
-1.020,0.574,0.535,-155.823,69.031,-448.120
-1.733,0.667,0.567,-85.266,-74.036,-361.755
-2.027,0.646,0.714,-33.691,-81.360,-322.571
-1.934,0.418,0.832,-56.396,-86.243,-302.063
-1.778,0.198,1.210,-102.661,-81.360,-263.672
-1.621,0.096,1.681,-134.827,-48.828,-217.957
-1.384,0.065,1.966,-145.508,8.484,-180.969
-1.157,0.084,1.990,-133.850,64.331,-151.489
-0.957,0.051,1.826,-104.065,102.661,-130.737
-0.829,-0.008,1.531,-68.359,119.324,-116.882
-0.806,-0.050,1.288,-40.039,117.310,-102.234
-0.747,-0.140,1.039,-24.963,89.905,-89.661
-0.616,-0.215,0.948,-17.822,48.218,-74.646
-0.490,-0.310,0.940,-7.935,-1.465,-61.401
-0.375,-0.403,0.959,9.216,-52.612,-49.255
-0.275,-0.489,0.937,30.701,-102.417,-33.081
-0.254,-0.560,0.891,53.772,-145.081,-10.742
-0.261,-0.596,0.815,71.167,-176.025,14.465
-0.211,-0.582,0.796,76.294,-188.416,39.673
-0.138,-0.526,0.854,67.322,-180.542,64.819
-0.031,-0.425,1.026,52.124,-156.677,82.214
0.175,-0.283,1.283,42.358,-127.258,87.952
0.289,-0.187,1.509,41.565,-104.370,84.290
0.272,-0.248,1.700,50.293,-90.637,78.552
0.394,-0.250,1.792,66.284,-83.740,84.167
0.573,-0.164,1.803,87.646,-86.182,101.624
0.490,-0.107,1.622,102.234,-92.957,116.760
0.493,-0.068,1.259,102.783,-61.218,123.962
0.784,-0.095,1.006,84.167,8.850,108.643
0.966,-0.063,0.875,48.340,66.162,103.821
1.101,0.013,0.748,19.043,99.915,99.670
1.191,0.077,0.573,14.709,120.483,78.491
1.157,0.039,0.393,20.203,116.089,53.284
1.262,-0.028,0.306,22.400,94.788,35.461
1.212,-0.058,0.352,23.499,56.702,30.151
1.062,-0.105,0.365,31.189,14.465,24.902
0.932,-0.164,0.384,40.588,-7.385,14.465
0.890,-0.152,0.484,41.809,-15.930,9.766
0.402,-0.368,0.559,34.485,-13.123,16.968
0.405,-0.405,0.648,24.658,-4.822,4.578
0.397,-0.448,0.564,23.010,18.860,0.366
0.426,-0.422,0.563,11.353,43.274,6.470
